date_id,QQQ_Daily_Return,QQQ_Intraday_Vol_Proxy,QQQ_Momentum_5,QQQ_Vol_5,QQQ_SMA_5,QQQ_Avg_Volume_5,QQQ_Volume_Ratio_5,QQQ_Momentum_10,QQQ_Vol_10,QQQ_SMA_10,QQQ_Avg_Volume_10,QQQ_Volume_Ratio_10,QQQ_Momentum_20,QQQ_Vol_20,QQQ_SMA_20,QQQ_Avg_Volume_20,QQQ_Volume_Ratio_20,QQQ_Momentum_60,QQQ_Vol_60,QQQ_SMA_60,QQQ_Avg_Volume_60,QQQ_Volume_Ratio_60,QQQ_Is_Weekend,QQQ_DOW_1,QQQ_DOW_2,QQQ_DOW_3,QQQ_DOW_4,QQQ_Month_2,QQQ_Month_3,QQQ_Month_4,QQQ_Month_5,QQQ_Month_6,QQQ_Month_7,QQQ_Month_8,QQQ_Month_9,QQQ_Month_10,QQQ_Month_11,QQQ_Month_12,QQQ_Quarter_2,QQQ_Quarter_3,QQQ_Quarter_4,QQQ_Price_Rank_Long,QQQ_RSI_14,QQQ_EWMA_Vol_20,QQQ_OC_Range_Ratio,forward_returns,risk_free_rate,BTC_Prev_Day_QQQ_Return,QQQ_Prev_Day_BTC_Return,Corr_BTC_QQQ_30d,market_forward_excess_returns,open,high,low,close,volume
10,-0.01719440914188080,0.01631248731165230,0.9682765207462490,0.010203565423207800,187.30800040000000,34963820.0,1.388415224652230,0.9560045865364640,0.009672809394918160,188.8730004,32795610.0,1.4802072594472200,0.9772739499814160,0.008961055778193870,190.4464992,29100290.0,1.668172379038150,0.9653309713626350,0.012065494285006300,189.3629985916670,30280211.666666700,1.6031691103876600,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.6150793650793650,26.388948831028800,0.010365339074866900,0.6478403958011880,0.010975300011269100,5.47945205479452E-05,-0.008156347651077760,0.005957197419448780,-0.021416945022008900,0.010399852938414100,186.0,186.029999,183.020004,184.050003,48544300
11,0.010975300011269100,0.023857881103317700,0.9825219505755620,0.01291857271970560,186.64600180000000,37477120.0,1.0511079826838300,0.9648932119892140,0.010718211615395500,188.19600110000000,34130920.0,1.1541587510679500,0.9702263374700180,0.008244859217110200,190.16099955,29373285.0,1.3410995739836400,0.9662962557125050,0.012081058489749300,189.25483204166700,30463845.0,1.2930902189136000,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.7023809523809520,34.42471960931030,0.010686421635927300,0.46469419938628600,0.014725602713606700,5.47945205479452E-05,-0.01719440914188080,0.005964757703453620,0.020374359824102900,0.014138468654471000,184.029999,186.21001,181.82001,186.070007,39392500
12,0.014725602713606700,0.01170351686270680,1.009517195153280,0.01387964713102610,187.002002,35699940.0,0.893211585229555,0.9895702306079670,0.011798051608032000,187.99700110000000,34411070.0,0.9266669127115200,0.9854898481131580,0.009007421589961570,190.02199955,29993275.0,1.0631583246577800,0.9812389564494340,0.012239784477570200,189.194665375,30599703.333333300,1.0420885344095400,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8075396825396830,43.66448962760760,0.011266469762288900,0.7863616549613730,-0.0030188549335310500,5.47945205479452E-05,0.010975300011269100,-0.015852393223674900,0.023544509026301000,-0.0035957553560455100,187.080002,189.080002,186.88,188.81,31887600
13,-0.0030188549335310500,0.009691641867368090,0.996981145066469,0.013296271863972100,186.888004,34681600.0,0.6117364827458940,0.9881365354330710,0.011814905488240400,187.77100210000000,34284080.0,0.6188294975393830,0.9845703750196140,0.009017415712248030,189.87450005,29833695.0,0.7111422168792700,0.9726657882498840,0.012219206005034700,189.106498875,30616438.333333300,0.6929610743422530,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.7777777777777780,40.224215246636800,0.010758385835087500,0.016387879635694900,-0.014980927805943200,5.47945205479452E-05,0.014725602713606700,-0.006543921441649840,0.15363981684828400,-0.015547636338436000,188.27,189.74001,187.91,188.24001,21216000
14,-0.014980927805943200,0.013882784004448100,0.9901212153575050,0.014564215277432700,186.51800400000000,34683940.0,0.9335531084415440,0.9864340054263980,0.012019634935703600,187.5160021,33439940.0,0.9682822397408610,0.9726185480486780,0.009558435844549510,189.61350005000000,30265425.0,1.0698445503408600,0.9550348161233490,0.01235339251828370,188.96099904166700,30895991.666666700,1.0480097337329900,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.6626984126984130,35.82268370607030,0.011163018772075700,0.6332036165237070,0.009761622262970620,5.47945205479452E-05,-0.0030188549335310500,0.03223113040549940,0.08606064958676150,0.009175904930993010,187.059998,187.86,185.27,185.42,32379300
15,0.009761622262970620,0.008811634997653890,1.0172778970288900,0.012299817727218900,187.1540034,29004560.0,0.6946287066585390,0.9850063027671900,0.011857999879074400,187.2310019,31984190.0,0.6299174685993300,0.9729772370720380,0.009580772029726770,189.35350055000000,30019615.0,0.6711411855215330,0.9693502961092570,0.01241202123602220,188.86233254166700,30895266.666666700,0.6521193106171600,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.7341269841269840,39.427063701470000,0.011154197747509600,0.14544733889974000,0.007744431982054320,5.47945205479452E-05,-0.014980927805943200,-0.002042277448033540,0.13632441194021600,0.007168018865651020,186.99001,188.080002,186.42999,187.23,20147400
16,0.007744431982054320,0.012269388074313700,1.014026887202730,0.011886350422724100,187.67600000000000,26161600.0,0.9623914439483820,0.9963036751504910,0.012165152567454200,187.1610009,31819360.0,0.7912698432652320,0.9764528799875800,0.00972134950663085,189.12600005,29844005.0,0.8436434721144160,0.9816856919875130,0.012442245961225000,188.80366570833300,31035476.666666700,0.8112554632370720,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8015873015873020,45.91362602684120,0.01089652777149710,0.6060586383237000,0.012879002166578600,5.47945205479452E-05,0.009761622262970620,0.04459432471133760,0.15664511455616400,0.012279549897569400,187.28,189.42999,187.12,188.67999,25177700
17,0.012879002166578600,0.009964866597081770,1.0121815581801800,0.011445489012993300,188.13600000000000,27979420.0,1.4645300009792900,1.0218146875999300,0.01199633875334310,187.56900100000000,31839680.0,1.2869695926592200,0.9925730234015280,0.010189962502853700,189.05450055,30509350.0,1.3430866275420500,0.9931919758860830,0.012555947233228900,188.781832375,31237138.333333300,1.3117942995525100,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8988095238095240,51.08656929105810,0.011036992774041900,0.1465967818865030,-0.00010467270158542900,5.47945205479452E-05,0.007744431982054320,-0.0010780456077136300,0.15480426827744000,-0.0007238708761736200,190.83,192.63,190.72,191.11,40976700
18,-0.00010467270158542900,0.005492416200164850,1.0151401713164000,0.011166452848213600,188.7059972,26731220.0,0.5602063804046350,1.0120756104019900,0.011729391164345000,187.7970006,30706410.0,0.4876831905781240,0.9969219843970150,0.010143187422612500,189.02500085000000,30242150.0,0.4951698209287370,1.000418834104520,0.012519423398155200,188.7831657333330,30996923.333333300,0.48311246374236900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8888888888888890,56.103277605120900,0.010509163052221300,0.23808893430641500,0.01271654220977640,5.47945205479452E-05,0.012879002166578600,-0.030829511788764500,0.159640827066415,0.012074813981284000,190.84,191.7,190.64999,191.089996,14975000
19,0.01271654220977640,0.012502432455791700,1.0436846079171600,0.005317623227846860,190.3259972,24902200.0,0.9330179662841030,1.0333742724408600,0.011724126130137300,188.4220006,29793070.0,0.7798524958992140,1.004776687187090,0.010493118529504900,189.07100035000000,30356190.0,0.7653859064658640,1.0051420557835100,0.012585050177242800,188.7996657333330,31068245.0,0.7478439802441370,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9722222222222220,56.64605332780830,0.010567860996790700,0.7634893097554770,-0.002480399958660560,5.47945205479452E-05,-0.00010467270158542900,0.006451222545331700,0.185270149246454,-0.003120074240241470,191.67999,193.97,191.56,193.52,23234200
20,-0.002480399958660560,0.005700139946742650,1.031031314426110,0.007150977019560760,191.48799580000000,24964140.0,0.819459432610136,1.0488453673103200,0.009587932863930290,189.3209996,26984350.0,0.7581097932690620,1.0027009817161900,0.010510576528290900,189.097,29889980.0,0.6844133050607600,0.9961298465416090,0.012561406633008200,188.78716578333300,31012751.666666700,0.6596351146095770,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9563492063492060,57.13170582818540,0.010159647397634600,0.16362836371636000,0.002641975852123000,5.47945205479452E-05,0.01271654220977640,-0.020217757356725400,0.18918278102987100,0.0019950827843576800,192.86,193.53,192.42999,193.039993,20457100
21,0.002641975852123000,0.00872691500719654,1.025810951124180,0.0072303683527217500,192.4619978,23737640.0,0.8023207024792690,1.040199885626920,0.009352938701068420,190.0689989,24949620.0,0.7633462954546000,1.0036818087533700,0.010520091483085000,189.1325,29540270.0,0.6447199026955410,0.9918012294030860,0.012532719073473800,188.76049928333300,30989790.0,0.6145636998508220,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9761904761904760,63.685970501196500,0.009665999056854680,0.38461515703243900,-0.009609919917334060,5.47945205479452E-05,-0.002480399958660560,-0.019236463016702300,0.19205861143602300,-0.010254169473216000,194.2,194.5,192.81,193.55,19045200
22,-0.009609919917334060,0.015401677687579500,1.0030349013657100,0.008142524249659770,192.5779978,21082460.0,1.3139263634319700,1.015253429373440,0.009414549871669270,190.3569989,24530940.0,1.1292188558612100,1.0046645702306100,0.010469782331432000,189.17700000000000,29471005.0,0.9399340131088170,0.9916709777547850,0.012534387457344200,188.73366595000000,31060891.666666700,0.8918224337303050,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9047619047619050,56.0251005689703,0.009838328549207720,0.5101366862264120,0.008868485575668880,5.47945205479452E-05,0.002641975852123000,0.007006409668572470,0.1989269285150780,0.008227659653348470,193.2,193.67,190.71001,191.69,27700800
23,0.008868485575668880,0.007156593320179380,1.012036234487130,0.00889358820736712,193.0379986,21247700.0,0.7436663733015810,1.0273586364556600,0.009522736735582620,190.8719979,23989460.0,0.6586726003836690,1.0151706036745400,0.01063135900505150,189.32150000000000,29136770.0,0.5423113131620290,0.9902709299129980,0.012515751246039900,188.70199945,30983725.0,0.5099838705643040,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9642857142857140,62.718196031124800,0.009660286804602890,0.4927460197492350,-0.007963131495940750,5.47945205479452E-05,-0.009609919917334060,-0.01612846043142640,0.20517690538875400,-0.008585775380122200,192.71001,193.52,192.14,193.39,15801200
24,-0.007963131495940750,0.01361979608654090,0.991370452666391,0.007631316160500090,192.7040006,21079320.0,1.0622875880246600,1.034678082191780,0.008244140715721590,191.5149989,22990760.0,0.9739695425466580,1.020641644943340,0.010322498537241000,189.5155005,28215350.0,0.7936212026432420,0.9857671873394310,0.012549914832497700,188.65583295,31016068.333333300,0.7219580431454860,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9047619047619050,67.42628208952010,0.009635597928769410,0.8745134526053340,0.0019285378197269100,5.47945205479452E-05,0.008868485575668880,0.0026322511986591700,0.21181110675364600,0.0013252157068791400,194.14999,194.42,191.78999,191.85001,22392300
25,0.0019285378197269100,0.0057901627972849100,0.9957522118227590,0.007773243813050990,192.54000200000000,19953580.0,0.7431448391717180,1.026651711798320,0.007943992076288000,192.0139989,22458860.0,0.6602472253711900,1.0112584068680700,0.010046901207071000,189.6225004,27221525.0,0.5447306864696230,0.9919496336051190,0.01254076321269710,188.62983295,30951458.333333300,0.47908566505347800,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9087301587301590,64.83356122372430,0.00917215627352013,0.6846750588512960,0.009728415357403100,5.47945205479452E-05,-0.007963131495940750,-0.02007801889746210,0.16976005554270300,0.009113275806394290,191.46001,192.25999,191.14999,192.22,14828400
26,0.009728415357403100,0.00759791702150692,1.0027899560837000,0.009097115830481920,192.6480012,19944240.0,0.952580795257177,1.0286729186279900,0.008108104623260730,192.5549995,21840940.0,0.8698572497337570,1.0248706093568500,0.010191961755093200,189.85800020000000,26830150.0,0.7081026382632970,1.015646184424590,0.012470834485010500,188.67966605000000,30574308.333333300,0.621387728313287,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.9841269841269840,63.29304262769810,0.00912396956203401,0.34013310195027800,0.007986006656417020,5.47945205479452E-05,0.0019285378197269100,-0.0697594788876762,0.16171244124232300,0.0073764704145665500,193.59,194.21001,192.74001,194.089996,18998500
27,0.007986006656417020,0.01383806083558960,1.020606187072880,0.007412025440060210,193.43800120000000,18705500.0,1.1497741306033000,1.023703626183870,0.007565847062759110,193.0079995,19893980.0,1.0810858360167200,1.0460354009839900,0.00976161692329418,190.28850025,25866830.0,0.8314548013807640,1.028871997311180,0.012489553064812600,188.77116621666700,29878566.666666700,0.7198169925598840,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.0,67.7542844025233,0.008882305524887040,0.947954058129182,0.00986510938458407,5.47945205479452E-05,0.009728415357403100,-0.002818900191288170,0.22081163332870300,0.009254234394530710,193.089996,195.74001,193.050003,195.64,21507100
28,0.00986510938458407,0.006491224172131450,1.0216144061223400,0.007583412884471090,194.27400320000000,19309000.0,0.9746076958931070,1.033910796669860,0.007854706819431930,193.6560009,20278350.0,0.928019291510404,1.0463959006408600,0.009775458779867530,190.72650075000000,25492380.0,0.7382088294619800,1.0545503040005200,0.012382760830613700,188.94149955,29271978.333333300,0.6428912930210220,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.0,80.4511345657336,0.008750227235934190,0.7968821899357770,-0.0077441763555106100,5.47945205479452E-05,0.007986006656417020,0.15576341885943700,0.19562111276038500,-0.008348341844350560,196.55,197.83,196.55,197.57001,18818700
29,-0.0077441763555106100,0.007775394579930680,1.0218398894011000,0.007494946128768070,195.11199980000000,18544480.0,1.0013599734260500,1.0130218737081400,0.007813773663679310,193.9080002,19811900.0,0.9373003094100010,1.0468307417098300,0.009752627705431370,191.1650004,24802485.0,0.7487032045377710,1.084711962596140,0.011492299194053100,189.19666610000000,28330806.666666700,0.6554596280468310,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.996031746031746,72.39445859485010,0.008932675187199110,0.784326630812564,0.004846036696195990,5.47945205479452E-05,0.00986510938458407,-0.03094380485085750,0.17525402547958700,0.004250007512303650,197.24001,197.53999,196.0099945,196.039993,18569700
30,0.004846036696195990,0.010341244955845500,1.0248153678077200,0.007371581755341730,196.0660018,19931660.0,1.0919461800973900,1.0204621692044900,0.007760921541462440,194.3030019,19942620.0,1.0913460718802200,1.070307018685570,0.00860760230299224,191.81200075,23463485.0,0.9275817296535450,1.0749209906646800,0.01138274339946670,189.42549976666700,27995258.333333300,0.7774280823151300,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.996031746031746,71.67448024147660,0.008539827006215340,0.2807901987220930,0.00045683534916318700,5.47945205479452E-05,-0.0077441763555106100,0.0185324447973092,0.16764483444463300,-0.00014248763418599300,196.42,197.32001,195.28999,196.99001,21764300
31,0.00045683534916318700,0.008689249231711890,1.0154052556114200,0.007022628845248590,196.664003,21492320.0,1.2470408034125700,1.018238191681740,0.007773302398250700,194.6560021,20718280.0,1.2936305523431500,1.0591712505283000,0.008442609103444300,192.36250050000000,22833950.0,1.1737697595028500,1.0696336607869700,0.011370203288170600,189.63933313333300,27608778.333333300,0.9707709510507740,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.996031746031746,67.7361512790405,0.008141330723022710,0.2807020621745920,0.009082595807970330,5.47945205479452E-05,0.004846036696195990,-0.023543519023090400,0.16686784646465200,0.008477734230756350,197.56,197.64999,195.94,197.080002,26801800
